patient_id,nir,nom,prenom,birth_date,sex,region_code
IPP0000407,133019208868509,MICHEL,Manon,1933-01-05,M,92
IPP0000408,233047586139768,VINCENT,Camille,1933-04-18,F,75
IPP0000409,263089240592506,BERNARD,Antoine,1963-08-10,F,92
IPP0000410,194039482819820,ROBERT,Marie,1994-03-06,M,94
IPP0000411,212049385561093,MOREAU,Hugo,2012-04-27,F,93
IPP0000412,191077887828348,VINCENT,Thomas,1991-07-18,M,78
IPP0000413,132109111642537,ROBERT,Luc,1932-10-17,M,91
IPP0000414,133027788954910,MICHEL,Camille,1933-02-26,M,77
IPP0000415,271109503917741,MOREAU,Nicolas,1971-10-20,F,95
IPP0000416,156127540691133,LAURENT,Julie,1956-12-13,M,75
IPP0000417,152057534683850,SIMON,Lea,1952-05-12,M,75
IPP0000418,248047799876242,BERTRAND,Hugo,1948-04-05,F,77
IPP0000419,257119445321747,DAVID,Sarah,1957-11-03,F,94
IPP0000420,235037772751915,GARCIA,Luc,1935-03-03,F,77
IPP0000421,102017546805247,MICHEL,Paul,2002-01-08,M,75
IPP0000422,272099269803226,LEROY,Chloe,1972-09-13,F,92
IPP0000423,264087835316833,MOREAU,Pierre,1964-08-19,F,78
IPP0000424,224039487822728,LEROY,Paul,2024-03-28,F,94
IPP0000425,258017548693402,ROBERT,Emma,1958-01-28,F,75
IPP0000426,189057743491723,GARCIA,Chloe,1989-05-23,M,77
IPP0000427,272059159910573,MARTIN,Antoine,1972-05-22,F,91
IPP0000428,257107770111143,ROUX,Pierre,1957-10-10,F,77
IPP0000429,231067726867205,SIMON,Paul,1931-06-28,F,77
IPP0000430,163019167732871,ROBERT,Jean,1963-01-26,M,91
IPP0000431,243079175503718,MOREL,Louis,1943-07-13,F,91
IPP0000432,179119592996467,MICHEL,Antoine,1979-11-18,M,95
IPP0000433,234039248313291,MOREAU,Manon,1934-03-10,F,92
IPP0000434,141119436422947,SIMON,Camille,1941-11-03,M,94
IPP0000435,268059248205519,MOREL,Louis,1968-05-15,F,92
IPP0000436,163099154330670,DAVID,Marie,1963-09-04,M,91
IPP0000437,102069514732421,PETIT,Pierre,2002-06-14,M,95
IPP0000438,281067500546382,MOREAU,Paul,1981-06-21,F,75
IPP0000439,164089213363023,DAVID,Camille,1964-08-26,M,92
IPP0000440,271077554720509,MICHEL,Jean,1971-07-01,F,75
IPP0000441,235047564275274,LEROY,Julie,1935-04-01,F,75
IPP0000442,283077717206785,BERNARD,Lea,1983-07-17,F,77
IPP0000443,258107844591058,ROBERT,Hugo,1958-10-17,F,78
IPP0000444,280039102023412,LEROY,Luc,1980-03-26,F,91
IPP0000445,157099237672974,BERNARD,Nicolas,1957-09-06,M,92
IPP0000446,232017567811125,MARTIN,Marie,1932-01-20,F,75
IPP0000447,174027748671927,ROBERT,Paul,1974-02-18,M,77
IPP0000448,183117763862121,ROBERT,Camille,1983-11-17,M,77
IPP0000449,157029280410961,ROUX,Paul,1957-02-10,M,92
IPP0000450,135049130316570,BERNARD,Manon,1935-04-12,M,93
IPP0000451,236067501468846,DUBOIS,Sophie,1936-06-08,F,75
IPP0000452,206099292726339,LEROY,Thomas,2006-09-03,F,92
IPP0000453,285029389604191,SIMON,Chloe,1985-02-27,F,93
IPP0000454,283027501087339,ROBERT,Emma,1983-02-28,F,75
IPP0000455,272109238283586,LAURENT,Emma,1972-10-09,F,92
IPP0000456,172059170787293,ROUX,Camille,1972-05-27,M,91
IPP0000457,107039193460501,ROUX,Louis,2007-03-04,M,91
IPP0000458,296067588470193,ROBERT,Sarah,1996-06-20,F,75
IPP0000459,295089226867186,LAURENT,Jean,1995-08-02,F,92
IPP0000460,141099244467833,LEROY,Sarah,1941-09-17,M,92
IPP0000461,256077501265944,PETIT,Antoine,1956-07-05,F,75
IPP0000462,246029532924731,LAURENT,Marc,1946-02-25,F,95
IPP0000463,158119183724131,DUBOIS,Thomas,1958-11-13,M,91
IPP0000464,237029545832417,THOMAS,Sarah,1937-02-28,F,95
IPP0000465,195017584609416,GIRARD,Ines,1995-01-18,M,75
IPP0000466,234049597435016,MICHEL,Marie,1934-04-21,F,95
IPP0000467,141099573467384,MICHEL,Thomas,1941-09-25,M,95
IPP0000468,187047836485014,SIMON,Manon,1987-04-01,M,78
IPP0000469,266039384273524,DAVID,Sophie,1966-03-16,F,93
IPP0000470,263029122146993,DURAND,Hugo,1963-02-28,F,91
IPP0000471,150119279191436,BERTRAND,Thomas,1950-11-27,M,92
IPP0000472,151097556795809,DAVID,Louis,1951-09-24,M,75
IPP0000473,246129374983555,ROBERT,Sophie,1946-12-19,F,93
IPP0000474,257069142962470,LEROY,Marc,1957-06-17,F,91
IPP0000475,242089314242388,GIRARD,Antoine,1942-08-26,F,93
IPP0000476,234069420621567,GIRARD,Lea,1934-06-23,F,94
IPP0000477,247129351655697,LAURENT,Sophie,1947-12-21,F,93
IPP0000478,257109169176686,FOURNIER,Lea,1957-10-22,F,91
IPP0000479,235029114905562,BERNARD,Paul,1935-02-01,F,91
IPP0000480,246057715086084,BERNARD,Lea,1946-05-22,F,77
IPP0000481,150069510563177,FOURNIER,Julie,1950-06-27,M,95
IPP0000482,277127594939162,GARCIA,Camille,1977-12-22,F,75
IPP0000483,250017720863654,BERTRAND,Julie,1950-01-24,F,77
IPP0000484,234129479574307,DURAND,Lea,1934-12-20,F,94
IPP0000485,287029375352714,THOMAS,Nicolas,1987-02-06,F,93
IPP0000486,169059359986736,MOREAU,Jean,1969-05-05,M,93
IPP0000487,252039395133175,GIRARD,Marie,1952-03-02,F,93
IPP0000488,257099280372522,LAURENT,Antoine,1957-09-12,F,92
IPP0000489,135029342655773,FOURNIER,Nicolas,1935-02-26,M,93
IPP0000490,180117837030162,DURAND,Ines,1980-11-11,M,78
IPP0000491,231017845724785,GIRARD,Ines,1931-01-04,F,78
IPP0000492,141079239626313,FOURNIER,Lea,1941-07-26,M,92
IPP0000493,140099549904551,SIMON,Paul,1940-09-26,M,95
IPP0000494,265037564206848,DURAND,Paul,1965-03-25,F,75
IPP0000495,245099166383769,DUBOIS,Luc,1945-09-27,F,91
IPP0000496,161019205618302,MOREAU,Manon,1961-01-03,M,92
IPP0000497,163059146264659,GARCIA,Camille,1963-05-14,M,91
IPP0000498,222099277576416,MOREL,Marie,2022-09-01,F,92
IPP0000499,170027762208971,SIMON,Thomas,1970-02-10,M,77
IPP0000500,286089414076548,GARCIA,Manon,1986-08-06,F,78
IPP0000501,247057898197388,MARTIN,Manon,1947-05-22,F,78
IPP0000502,108109155156155,DUBOIS,Lea,2008-10-20,M,91
IPP0000503,152129442392862,VINCENT,Luc,1952-12-12,M,94
IPP0000504,189059218668812,MOREL,Marie,1989-05-07,M,92
IPP0000505,265059225710180,DURAND,Louis,1965-05-22,F,92
IPP0000506,240039410329222,GIRARD,Pierre,1940-03-22,F,94
IPP0000507,172067771159958,ROBERT,Louis,1972-06-20,M,77
IPP0000508,238037825380501,LEROY,Camille,1938-03-01,F,78
IPP0000509,247117889949221,BERTRAND,Thomas,1947-11-24,F,78
IPP0000510,236099366262222,DUBOIS,Marc,1936-09-04,F,93
IPP0000511,145059274507873,MARTIN,Antoine,1945-05-24,M,92
IPP0000512,133079492903809,FOURNIER,Marc,1933-07-25,M,94
IPP0000513,264069491379191,MOREL,Lea,1964-06-13,F,94
IPP0000514,158027851501140,LEROY,Ines,1958-02-13,M,78
IPP0000515,147089358097275,MOREL,Luc,1947-08-06,M,93
IPP0000516,250049523806563,MOREAU,Chloe,1950-04-25,F,95
IPP0000517,119097839848159,BERTRAND,Marie,2019-09-26,M,78
IPP0000518,141027785576039,MOREAU,Louis,1941-02-23,M,77
IPP0000519,174069253025888,GARCIA,Julie,1974-06-19,M,92
IPP0000520,275089590961943,MARTIN,Antoine,1975-08-26,F,95
IPP0000521,179027721715475,PETIT,Emma,1979-02-17,M,77
IPP0000522,253029442583134,LAURENT,Sophie,1953-02-22,F,94
IPP0000523,259049366385408,DAVID,Jean,1959-04-19,F,93
IPP0000524,120037591358756,ROBERT,Marie,2020-03-21,M,75
IPP0000525,181097590073722,SIMON,Pierre,1981-09-13,M,75
IPP0000526,171089485142123,GIRARD,Luc,1971-08-06,M,94
IPP0000527,158057894546523,GIRARD,Louis,1958-05-06,M,78
IPP0000528,196037520853673,VINCENT,Camille,1996-03-04,M,75
IPP0000529,164087589980327,FOURNIER,Antoine,1964-08-20,M,75
IPP0000530,187037591996102,DAVID,Antoine,1987-03-20,M,75
IPP0000531,285129123596109,ROUX,Nicolas,1985-12-17,F,91
IPP0000532,255129243613828,MOREAU,Sarah,1955-12-19,F,92
IPP0000533,149059126419456,MARTIN,Jean,1949-05-20,M,91
IPP0000534,160117841937184,THOMAS,Luc,1960-11-07,M,78
IPP0000535,262059157937520,GIRARD,Marc,1962-05-28,F,91
IPP0000536,238099518438096,FOURNIER,Manon,1938-09-26,F,95
IPP0000537,277109175414271,THOMAS,Julie,1977-10-12,F,91
IPP0000538,246029180534718,FOURNIER,Ines,1946-02-07,F,91
IPP0000539,188019284414902,ROUX,Ines,1988-01-26,M,92
IPP0000540,200049262403961,GARCIA,Nicolas,2000-04-12,F,92
IPP0000541,257019365650733,BERTRAND,Jean,1957-01-25,F,93
IPP0000542,135057580361407,VINCENT,Antoine,1935-05-07,M,75
IPP0000543,156019467100164,PETIT,Pierre,1956-01-12,M,94
IPP0000544,240119160120624,VINCENT,Jean,1940-11-13,F,91
IPP0000545,134057835698714,MOREAU,Julie,1934-05-24,M,78
IPP0000546,160107718041741,VINCENT,Sophie,1960-10-01,M,77
IPP0000547,161027789855115,MOREL,Marc,1961-02-26,M,77
IPP0000548,233089477634884,BERTRAND,Thomas,1933-08-25,F,94
IPP0000549,162029469471927,LEROY,Hugo,1962-02-13,M,94
IPP0000550,235097725529542,DUBOIS,Nicolas,1935-09-01,F,92
IPP0000551,220087822491673,MOREL,Marc,2020-08-11,F,78
IPP0000552,145089424175458,LEROY,Marc,1945-08-24,M,94
IPP0000553,101109379811078,THOMAS,Pierre,2001-10-12,M,93
IPP0000554,254099538163633,LAURENT,Sarah,1954-09-02,F,95
IPP0000555,254099122876939,MOREL,Luc,1954-09-09,F,91
IPP0000556,160087551535665,GARCIA,Emma,1960-08-18,M,75
IPP0000557,235087501369157,DURAND,Nicolas,1935-08-11,F,75
IPP0000558,167057724327603,ROUX,Ines,1967-05-06,M,77
IPP0000559,271079171877189,MICHEL,Chloe,1971-07-07,F,91
IPP0000560,281109483410352,MOREAU,Julie,1981-10-05,F,94
IPP0000561,245039348582632,MARTIN,Emma,1945-03-26,F,93
IPP0000562,252117880549967,SIMON,Marc,1952-11-17,F,78
IPP0000563,181017748886049,THOMAS,Thomas,1981-01-07,M,77
IPP0000564,275097735302172,DAVID,Sophie,1975-09-18,F,77
IPP0000565,232049380029214,MICHEL,Hugo,1932-04-19,F,93
IPP0000566,237027747564758,ROBERT,Emma,1937-02-13,F,77
IPP0000567,267109208216609,LAURENT,Julie,1967-10-13,F,92
IPP0000568,277129127890936,BERTRAND,Chloe,1977-12-09,F,91
IPP0000569,281019467825868,DUBOIS,Paul,1981-01-05,F,94
IPP0000570,183027502779050,GARCIA,Antoine,1983-02-16,M,75
IPP0000571,189039131723522,LEROY,Lea,1989-03-03,M,91
IPP0000572,264099303003657,MICHEL,Hugo,1964-09-27,F,93
IPP0000573,253099513999301,FOURNIER,Emma,1953-09-09,F,95
IPP0000574,256107793135628,ROUX,Manon,1956-10-14,F,77
IPP0000575,137059126716006,SIMON,Jean,1937-05-12,M,91
IPP0000576,154037748154883,MARTIN,Sarah,1954-03-12,M,77
IPP0000577,273059481600829,FOURNIER,Chloe,1973-05-20,F,94
IPP0000578,169079416873310,GARCIA,Nicolas,1969-07-13,M,94
IPP0000579,173117729266580,FOURNIER,Marc,1973-11-08,M,77
IPP0000580,206037711465301,BERTRAND,Ines,2006-03-05,F,77
IPP0000581,267087802015691,BERNARD,Manon,1967-08-07,F,78
IPP0000582,105059373344955,MARTIN,Julie,2005-05-09,M,93
IPP0000583,193049132080555,ROUX,Chloe,1993-04-11,M,91
IPP0000584,266069305827395,GARCIA,Pierre,1966-06-03,F,93
IPP0000585,200077512599829,LEROY,Nicolas,2000-07-27,F,75
IPP0000586,285049253468287,DURAND,Sarah,1985-04-15,F,92
IPP0000587,262067576396086,FOURNIER,Antoine,1962-06-06,F,75
IPP0000588,177047588568360,DURAND,Sophie,1977-04-12,M,75
IPP0000589,161017759912385,GARCIA,Julie,1961-01-06,M,77
IPP0000590,133129338179090,DUBOIS,Julie,1933-12-16,M,93
IPP0000591,156107506236503,ROBERT,Manon,1956-10-11,M,75
IPP0000592,101067882591466,BERTRAND,Paul,2001-06-18,M,78
IPP0000593,161127792104192,ROUX,Thomas,1961-12-05,M,77
IPP0000594,259049355735796,LAURENT,Thomas,1959-04-19,F,93
IPP0000595,232099254415977,BERTRAND,Lea,1932-09-06,F,92
IPP0000596,259019175219045,MARTIN,Ines,1959-01-25,F,91
IPP0000597,244069267599114,FOURNIER,Nicolas,1944-06-24,F,92
IPP0000598,159097733142003,LAURENT,Sophie,1959-09-05,M,77
IPP0000599,165019318389510,BERNARD,Paul,1965-01-27,M,93
IPP0000600,165019167450283,VINCENT,Ines,1965-01-19,M,75
IPP0000601,218109201495374,DURAND,Sarah,2018-10-23,F,92
IPP0000602,156019184237870,BERNARD,Ines,1956-01-12,M,91
IPP0000603,255027708096835,DURAND,Antoine,1955-02-27,F,77
IPP0000604,101099419853949,LEROY,Louis,2001-09-13,M,94
IPP0000605,158079278565420,MOREL,Chloe,1958-07-24,M,92
IPP0000606,260029356441241,VINCENT,Hugo,1960-02-06,F,93
IPP0000607,157087856433342,MICHEL,Camille,1957-08-12,M,78
IPP0000608,241109438578556,FOURNIER,Marc,1941-10-08,F,94
IPP0000609,237077529261192,MARTIN,Antoine,1937-07-01,F,75
IPP0000610,142019422087718,LAURENT,Jean,1942-01-10,M,94
IPP0000611,235099309703947,BERTRAND,Chloe,1935-09-19,F,93
IPP0000612,197109426383106,SIMON,Pierre,1997-10-08,M,94
IPP0000613,263127881249517,PETIT,Sarah,1963-12-03,F,78
IPP0000614,162019108179969,BERNARD,Hugo,1962-01-24,M,91
IPP0000615,238079289178960,LEROY,Ines,1938-07-28,F,92
IPP0000616,156077753704338,LAURENT,Manon,1956-07-02,M,77
IPP0000617,179039199545729,GIRARD,Louis,1979-03-02,M,91
IPP0000618,199079334508516,ROUX,Louis,1999-07-05,M,93
IPP0000619,162029179371552,ROBERT,Luc,1962-02-13,M,91
IPP0000620,259079457563179,VINCENT,Julie,1959-07-21,F,94
IPP0000621,112069211668881,DAVID,Camille,2012-06-22,M,92
IPP0000622,276067578931343,PETIT,Chloe,1976-06-20,F,75
IPP0000623,259019420570251,MICHEL,Luc,1959-01-27,F,94
IPP0000624,107049389085365,SIMON,Jean,2007-04-20,M,93
IPP0000625,265059502434057,DURAND,Manon,1965-05-15,F,95
IPP0000626,192059563874835,ROBERT,Jean,1992-05-18,M,95
IPP0000627,256097717506294,SIMON,Paul,1956-09-02,F,77
IPP0000628,225027767987323,MICHEL,Sophie,2025-02-13,F,77
IPP0000629,174049292632441,ROUX,Ines,1974-04-13,M,92
IPP0000630,192087504125415,VINCENT,Lea,1992-08-18,M,75
IPP0000631,255037870136143,MICHEL,Lea,1955-03-01,F,78
IPP0000632,135057564126476,GARCIA,Jean,1935-05-26,M,75
IPP0000633,298079309074818,GARCIA,Antoine,1998-07-22,F,93
IPP0000634,168037793262054,LAURENT,Thomas,1968-03-14,M,77
IPP0000635,104109488414208,SIMON,Antoine,2004-10-18,M,94
IPP0000636,182119332607043,FOURNIER,Manon,1982-11-19,M,93
IPP0000637,104127890299747,DAVID,Camille,2004-12-01,M,78
IPP0000638,278039411013547,PETIT,Jean,1978-03-25,F,94
IPP0000639,257049423770411,MARTIN,Chloe,1957-04-20,F,94
IPP0000640,159039573066609,MICHEL,Emma,1959-03-17,M,95
IPP0000641,264039403441913,MARTIN,Marc,1964-03-07,F,94
IPP0000642,287049406818259,BERTRAND,Ines,1987-04-25,F,94
IPP0000643,253089141579562,BERNARD,Ines,1953-08-08,F,91
IPP0000644,260107553411212,BERTRAND,Thomas,1960-10-24,F,75
IPP0000645,144099175304110,FOURNIER,Nicolas,1944-09-18,M,91
IPP0000646,194077747317165,DAVID,Lea,1994-07-10,M,77
IPP0000647,152039509374085,VINCENT,Sophie,1952-03-15,M,95
IPP0000648,134039133246203,MARTIN,Emma,1934-03-13,M,91
IPP0000649,255049225733232,PETIT,Sophie,1955-04-15,F,92
IPP0000650,194119253772563,GARCIA,Antoine,1994-11-12,M,77
IPP0000651,174019393534464,MOREL,Luc,1974-01-25,M,93
IPP0000652,146129131631787,BERTRAND,Lea,1946-12-02,M,91
IPP0000653,104047701347080,ROUX,Sarah,2004-04-01,M,77
IPP0000654,159049546542073,BERTRAND,Pierre,1959-04-07,M,95
IPP0000655,169059405119054,ROBERT,Marie,1969-05-20,M,94
IPP0000656,224117734094334,DUBOIS,Marie,2024-11-19,F,77
IPP0000657,181037762667704,GIRARD,Louis,1981-03-22,M,77
IPP0000658,133069278730761,LAURENT,Chloe,1933-06-02,M,92
IPP0000659,238097748313802,THOMAS,Marc,1938-09-03,F,77
IPP0000660,258049462706061,THOMAS,Louis,1958-04-23,F,94
IPP0000661,155107743862402,LAURENT,Marc,1955-10-26,M,77
IPP0000662,232109550582828,PETIT,Ines,1932-10-16,F,95
IPP0000663,163017547764179,THOMAS,Paul,1963-01-04,M,75
IPP0000664,276069401265690,DURAND,Lea,1976-06-18,F,94
IPP0000665,242057878600768,THOMAS,Hugo,1942-05-17,F,78
IPP0000666,268109319933933,LAURENT,Sarah,1968-10-01,F,93
IPP0000667,231039364347218,FOURNIER,Hugo,1931-03-16,F,93
IPP0000668,238127757974357,LAURENT,Manon,1938-12-02,F,77
IPP0000669,187067806899353,ROBERT,Marc,1987-06-26,M,78
IPP0000670,174119358562168,GARCIA,Emma,1974-11-18,M,93
IPP0000671,142127872703334,MOREAU,Camille,1942-12-28,M,78
IPP0000672,163067722253801,SIMON,Emma,1963-06-15,M,77
IPP0000673,185049551902695,ROUX,Antoine,1985-04-03,M,95
IPP0000674,193127779533669,ROBERT,Sophie,1993-12-28,M,77
IPP0000675,107089200531980,BERNARD,Ines,2007-08-13,M,92
IPP0000676,185027702459289,SIMON,Paul,1985-02-17,M,77
IPP0000677,299057879245245,THOMAS,Marc,1999-05-18,F,78
IPP0000678,105019221255621,MICHEL,Manon,2005-01-20,M,92
IPP0000679,277109307331994,GIRARD,Hugo,1977-10-08,F,93
IPP0000680,225087510939302,BERNARD,Pierre,2025-08-22,F,75
IPP0000681,267109563236510,SIMON,Hugo,1967-10-21,F,95
IPP0000682,156099558213582,DUBOIS,Thomas,1956-09-03,M,95
IPP0000683,156119548223804,LEROY,Luc,1956-11-23,M,95
IPP0000684,239037880888206,LAURENT,Thomas,1939-03-23,F,78
IPP0000685,210029547386756,PETIT,Lea,2010-02-12,F,95
IPP0000686,264099183873207,THOMAS,Hugo,1964-09-04,F,91
IPP0000687,134089124563694,LEROY,Manon,1934-08-13,M,91
IPP0000688,139029483471166,MOREL,Camille,1939-02-11,M,94
IPP0000689,261099417867941,DUBOIS,Louis,1961-09-23,F,94
IPP0000690,289089284245659,PETIT,Lea,1989-08-11,F,92
IPP0000691,222119133650719,BERNARD,Pierre,2022-11-27,F,91
IPP0000692,133117577615119,ROBERT,Thomas,1933-11-26,M,75
IPP0000693,268089469889961,LAURENT,Lea,1968-08-07,F,94
IPP0000694,238129259700940,GIRARD,Antoine,1938-12-12,F,92
IPP0000695,242017500172129,FOURNIER,Chloe,1942-01-12,F,75
IPP0000696,151049164132643,GARCIA,Nicolas,1951-04-14,M,91
IPP0000697,280119514319369,FOURNIER,Nicolas,1980-11-06,F,95
IPP0000698,247059313801235,DUBOIS,Jean,1947-05-28,F,93
IPP0000699,159119308714124,DAVID,Thomas,1959-11-14,M,93
IPP0000700,259099539436458,LEROY,Emma,1959-09-14,F,92
IPP0000701,257089473051425,MOREAU,Camille,1957-08-28,F,94
IPP0000702,224107811659575,ROUX,Pierre,2024-10-16,F,78
IPP0000703,158059253691222,GIRARD,Pierre,1958-05-15,M,92
IPP0000704,155119270164940,FOURNIER,Louis,1955-11-22,M,92
IPP0000705,252067548146525,VINCENT,Sarah,1952-06-18,F,75
IPP0000706,277057571294606,GIRARD,Lea,1977-05-06,F,75
IPP0000707,210107567329945,GIRARD,Jean,2010-10-06,F,75
IPP0000708,264097725913618,GIRARD,Marc,1964-09-03,F,77
IPP0000709,251129393260678,ROBERT,Thomas,1951-12-04,F,93
IPP0000710,243129518681979,VINCENT,Marie,1943-12-08,F,95
IPP0000711,247109385850838,DAVID,Nicolas,1947-10-27,F,93
IPP0000712,155119459275249,MICHEL,Marie,1955-11-06,M,94
IPP0000713,248019540948889,SIMON,Sarah,1948-01-06,F,95
IPP0000714,174089354489209,DAVID,Jean,1974-08-09,M,93
IPP0000715,237077898554347,BERNARD,Sophie,1937-07-22,F,78
IPP0000716,238107734427772,MOREAU,Sophie,1938-10-21,F,77
IPP0000717,260089475268913,MOREL,Paul,1960-08-25,F,94
IPP0000718,264067568900955,DUBOIS,Jean,1964-06-18,F,75
IPP0000719,205117822574329,SIMON,Marc,2005-11-15,F,78
IPP0000720,123019497461429,THOMAS,Sophie,2023-01-20,M,94
IPP0000721,147079391811489,PETIT,Marc,1947-07-22,M,93
IPP0000722,252029594528438,DAVID,Hugo,1952-02-21,F,95
IPP0000723,206057539239853,LAURENT,Marie,2006-05-25,F,75
IPP0000724,243039250495144,DURAND,Ines,1943-03-15,F,92
IPP0000725,293029122462922,THOMAS,Thomas,1993-02-05,F,91
IPP0000726,206027779645791,MARTIN,Sarah,2006-02-19,F,77
IPP0000727,166019127315691,LAURENT,Nicolas,1966-01-22,M,91
IPP0000728,154089141486523,DUBOIS,Manon,1954-08-16,M,91
IPP0000729,110027834269907,SIMON,Nicolas,2010-02-19,M,78
IPP0000730,156027808386225,BERTRAND,Lea,1956-02-12,M,78
IPP0000731,107079430771362,GARCIA,Sophie,2007-07-22,M,94
IPP0000732,252119414403742,DURAND,Jean,1952-11-15,F,94
IPP0000733,165097751254769,BERTRAND,Jean,1965-09-21,M,77
IPP0000734,176129112221775,VINCENT,Thomas,1976-12-02,M,91
IPP0000735,163029350167024,MARTIN,Sarah,1963-02-02,M,93
IPP0000736,182017592731539,THOMAS,Thomas,1982-01-06,M,75
IPP0000737,149029561081950,GIRARD,Julie,1949-02-04,M,95
IPP0000738,138069133312466,MOREL,Manon,1938-06-26,M,91
IPP0000739,180019334406528,THOMAS,Marc,1980-01-19,M,93
IPP0000740,146129345025057,MOREL,Marie,1946-12-12,M,93
IPP0000741,188109301790124,ROUX,Pierre,1988-10-13,M,93
IPP0000742,123127742771102,ROUX,Luc,2023-12-21,M,77
IPP0000743,100099124596193,PETIT,Ines,2000-09-15,M,91
IPP0000744,155089264384779,SIMON,Chloe,1955-08-20,M,92
IPP0000745,218049263437102,FOURNIER,Antoine,2018-04-04,F,92
IPP0000746,156117705519950,THOMAS,Luc,1956-11-07,M,77
IPP0000747,264117566137329,SIMON,Paul,1964-11-02,F,75
IPP0000748,267089275905452,FOURNIER,Emma,1967-08-02,F,92
IPP0000749,136099291724108,BERTRAND,Louis,1936-09-04,M,92
IPP0000750,276049233423489,THOMAS,Julie,1976-04-25,F,77
IPP0000751,239049560049777,BERNARD,Camille,1939-04-03,F,95
IPP0000752,189089138314060,BERTRAND,Paul,1989-08-06,M,91
IPP0000753,245067570958306,BERNARD,Marc,1945-06-05,F,75
IPP0000754,194089377935285,LEROY,Lea,1994-08-14,M,93
IPP0000755,131109408942242,VINCENT,Sarah,1931-10-06,M,94
IPP0000756,153087574843928,LEROY,Julie,1953-08-09,M,75
IPP0000757,279107542804696,BERNARD,Sarah,1979-10-05,F,75
IPP0000758,174089246450807,LEROY,Pierre,1974-08-26,M,92
IPP0000759,160047830324586,DUBOIS,Jean,1960-04-05,M,78
IPP0000760,264127546647570,ROBERT,Nicolas,1964-12-15,F,75
IPP0000761,140117588264378,DUBOIS,Nicolas,1940-11-15,M,75
IPP0000762,262077771596924,GIRARD,Manon,1962-07-25,F,77
IPP0000763,149107552896921,MICHEL,Marie,1949-10-11,M,75
IPP0000764,172107837618088,FOURNIER,Pierre,1972-10-02,M,78
IPP0000765,198049266549030,MOREL,Paul,1998-04-18,M,92
IPP0000766,178099128405680,DUBOIS,Chloe,1978-09-22,M,91
IPP0000767,258099248272795,FOURNIER,Manon,1958-09-27,F,92
IPP0000768,261119219391424,BERTRAND,Pierre,1961-11-23,F,92
IPP0000769,181059216928358,THOMAS,Luc,1981-05-03,M,92
IPP0000770,202097530142707,FOURNIER,Luc,2002-09-21,F,75
IPP0000771,272127529919422,DUBOIS,Jean,1972-12-21,F,75
IPP0000772,135119159335225,LAURENT,Sarah,1935-11-11,M,91
IPP0000773,257037717680945,MOREAU,Julie,1957-03-26,F,77
IPP0000774,277017829246739,PETIT,Ines,1977-01-05,F,78
IPP0000775,162039316624489,THOMAS,Marie,1962-03-06,M,93
IPP0000776,259059321157688,BERNARD,Hugo,1959-05-12,F,93
IPP0000777,294097712594315,MARTIN,Nicolas,1994-09-06,F,77
IPP0000778,237067599475716,FOURNIER,Antoine,1937-06-05,F,75
IPP0000779,262089381957979,BERTRAND,Hugo,1962-08-10,F,93
IPP0000780,152019231602675,GARCIA,Ines,1952-01-05,M,92
IPP0000781,184069459854035,LEROY,Marc,1984-06-02,M,94
IPP0000782,111119252540458,DURAND,Sarah,2011-11-22,M,92
IPP0000783,258017840815236,DAVID,Chloe,1958-01-22,F,78
IPP0000784,277067745789605,FOURNIER,Pierre,1977-06-12,F,77
IPP0000785,159129529616891,DAVID,Camille,1959-12-14,M,95
IPP0000786,132029431148727,VINCENT,Hugo,1932-02-05,M,94
IPP0000787,133077542065543,MOREAU,Camille,1933-07-03,M,75
IPP0000788,155109320519109,GARCIA,Lea,1955-10-25,M,93
